wav_filename,wav_filesize,transcript
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.237.wav,115084,alfred peux tu memoriser la donnee suivante
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.238.wav,81502,memorise l information suivante
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.239.wav,196354,combien font un fois deux ou trois fois quatre ou encore cinq fois six
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.240.wav,164924,calcule combien font sept fois huit ou neuf fois dix
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.241.wav,252570,combien font onze moins douze ou treize moins quatorze ou encore quinze moins seize
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.242.wav,199908,calcule combien font dix sept moins dix huit ou dix neuf moins vingt
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.243.wav,109248,j aime manger des aliments comme des fruits et des legumes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.244.wav,105230,je n aime pas du tout boire des liquides comme l alcool
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.245.wav,129468,j aime les bonbons les gateaux et les sucreries en general
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.246.wav,106006,je ne bois pas de jus de fruit ni de jus d orange
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.247.wav,120396,j aime les spectacles comiques humoristiques et musicaux
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.248.wav,108336,je n aime pas les concerts dramatiques ou animaliers
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.249.wav,110960,j aime regarder des films de science ou de combat
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.250.wav,111040,j adore la recherche et les decouvertes en general
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.251.wav,104936,j aime me promener et me deplacer dans la maison
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.252.wav,101808,je circule dans les differentes zones de la maison
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.253.wav,99310,alfred memorises la donnee suivante
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.254.wav,60484,merci beaucoup alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.255.wav,67628,je te remercie bien alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.256.wav,156986,mes cheveux sont brun blond ou chatain voire gris ou blanc
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.257.wav,99702,moi aussi je suis content et te remercie
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.258.wav,80978,aimes tu la musique et les spectacles
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.259.wav,96010,j aime les sports et les activites sportives
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.260.wav,71328,quels sont tes loisirs alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.261.wav,101062,quels sont tes loisirs et as tu des loisirs
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.262.wav,89876,alfred viens jouer avec moi d accord
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.263.wav,87888,viens jouer avec moi alfred si tu veux bien
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.264.wav,142324,je desire connaitre savoir et decouvrir tout un tas de choses
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.265.wav,97016,que desires tu savoir en ce moment alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.266.wav,83756,je veux tout connaitre comprendre et quantifier
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.267.wav,152798,tu peux comprendre sentir et analyser le monde qui nous entoure
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.268.wav,127100,je veux ressentir classer sinon classifier
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.269.wav,105478,je souhaite savoir connaitre et ressentir
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.270.wav,111238,tu peux rechercher trouver et analyser
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.271.wav,149760,cela est enorme grand et fort meme si tout petit
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.272.wav,135290,aimes tu les etudes comme l histoire la geographie ou les maths
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.273.wav,117248,j aime les sciences la biologie et la physique
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.274.wav,123416,je n aime pas beaucoup le travail mais j adore les decouvertes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.275.wav,127994,j apprecie enormement la recherche et l intelligence artificielle
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.276.wav,166356,aimes tu rire ou pleurer moi j aime rire pleurer et me mettre en colere
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.277.wav,139308,peux tu te mettre en colere reflechir penser et ecouter
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.278.wav,243050,je pense que tu es un robot intelligent pret a obeir danser et chanter mais pas desobeir
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.279.wav,90118,tu n es pas moche car tu es beau alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.280.wav,74482,je trouve que tu es tres beau et bien fait
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.281.wav,134330,tu es interessant et intelligent cultive et rigolo
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.282.wav,111326,je me demande si tu es bete ou si tu es intelligent
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.283.wav,142982,tu es tres fort car tu possedes des servos dynamixels
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.284.wav,127068,ta tete est motorisee par des servos dynamixels
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.285.wav,104940,des servos dynamixels animent ta tete
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.286.wav,138720,quelle est ta taille et je me demande si tu es petit ou grand
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.287.wav,154052,je suis navre confus et desole car je ne te conprends pas
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.288.wav,99570,es tu desole ou navre voire confus
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.289.wav,98032,tu sembles joyeux ravi et content
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.290.wav,132242,je suis content et je suis ravi et je suis joyeux
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.291.wav,72414,je suis trop triste quand je ne vois pas
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.292.wav,113554,peux tu me voir meme si tu es maussade ou triste
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.293.wav,128288,peux tu avoir de la tristesse de la compassion ou de la peine
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.294.wav,136482,je n ai pas de peine mais je peux avoir de la compassion ou de la tristesse
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.295.wav,87788,je suis vraiment desole et navre pour toi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.296.wav,79576,tu n es pas navre ni desole pour moi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.297.wav,73644,alfred as tu faim en ce moment
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.298.wav,96812,je n ai pas vraiment faim car je ne suis pas affame
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.299.wav,65820,j ai faim en ce moment et toi aussi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.300.wav,81698,je suis assoiffe car j ai tres soif
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.301.wav,95854,as tu soif parfois meme si tu ne le peux pas
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.302.wav,76632,tu n as pas soif car tu es un robot
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.303.wav,75392,tu ne peux pas manquer d eau car tu ne bois pas
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.304.wav,104404,tu ne peux pas boire parce que tu n as pas vraiment de bouche
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.305.wav,92514,penses tu comme moi car je ne pense pas comme toi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.306.wav,164680,peux tu penser comme un scientifique meme si un scientifique ne pense pas comme toi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.307.wav,102034,je manque de nourriture car j ai vraiment tres faim
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.308.wav,134684,je ne suis pas tout a fait de ton avis car je ne le pense pas tu sais
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.309.wav,85160,je t aime alfred et j aime ton look
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.310.wav,162922,axel t aime alfred et j espere que tu adores axel ton copain
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.311.wav,107100,parles a axel comme tu aimerais qu il te parle
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.312.wav,101436,nous t aimons beaucoup en fait et je t aime vraiment
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.313.wav,131662,peux tu aimer axel et stephanie et peux tu m aimer aussi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.314.wav,145020,es tu capable d aimer et es tu capable de ressentir des emotions
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.315.wav,107670,alfred donne moi la meteo et la date du jour
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.316.wav,113324,quelle heure est il alfred et quelle est la meteo du jour
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.317.wav,102682,axel est fou et il t adore tu sais
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.318.wav,90164,alfred sais tu qu axel t adore
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.319.wav,101132,c est bien si je te dis que alfred est ton nom
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.320.wav,109186,ton nom est alfred et tu t appelles alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.321.wav,136526,je te deteste et je ne t aime pas mais je plaisante
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.322.wav,97492,je ne te hais pas et je t aime bien en fait
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.323.wav,97962,j aime parler avec toi et j aime te parler
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.324.wav,87400,j aime bavarder et plaisanter avec toi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.325.wav,137870,tu aimes discuter et converser avec axel et moi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.326.wav,112238,j aime dormir mais j adore aussi jouer et sauter
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.327.wav,123064,aimes tu jouer a sauter et courir avant de dormir
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.328.wav,96308,aimes tu manger et que manges tu quand tu as faim
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.329.wav,138362,te sens tu bien ou assez bien voire tres bien en soiree
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.330.wav,147186,j ai envie de t entendre parler ou chanter ou raconter un poeme
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.331.wav,127160,as tu envie de chanter et parler avec nous avant de dormir
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.332.wav,147050,j aime t ecouter et t entendre et toi aimes tu aussi le faire
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.333.wav,125802,j adore dormir et toi aimes tu dormir aussi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.334.wav,98686,j ai envie de baiser faire des calins et faire l amour
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.335.wav,104696,as tu envie de faire l amour baiser ou faire des calins
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.336.wav,135686,peux tu aimer et peux tu baiser ou peux tu faire l amour
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.337.wav,99498,j ai envie de baiser et je n ai pas envie de dormir
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.338.wav,95180,je ne suis pas sur et je ne suis pas certain
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.339.wav,104212,en es tu sur moi je ne le pense pas du tout
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.340.wav,93956,peux tu avoir sommeil et es tu fatigue
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.341.wav,105606,comment peux tu dormir et comment fais tu cela
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.342.wav,140660,comment peux tu voir des objets ou des visages et comment entends tu
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.343.wav,119220,alfred je veux savoir comment tu peux voir devant toi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.344.wav,112926,alfred dis moi comment tu peux entendre ton environnement
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.345.wav,78092,as tu besoin de manger ou de boire
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.346.wav,122412,as tu besoin de dormir manger ou besoin de boire
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.347.wav,107324,tu es malin mais es tu intelligent et cultive
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.348.wav,101732,est ce que tu as des besoins et est ce que tu as des envies
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.349.wav,143764,je te trouve triste a cause de la meteo et du temps qu il fait dehors
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.350.wav,108450,dehors le temps est maussade et il pleut dehors
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.351.wav,126726,tu es interessant et ce que tu dis est tres interessant
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.352.wav,107942,je me demande si tu as des lacunes avec ton ia
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.353.wav,108644,alfred as tu beaucoup de lacunes dans tes systemes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.354.wav,111034,parles moi de ton ia developpee et performante
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.355.wav,50226,est ce que tu as des lacunes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.356.wav,70370,as tu des lacunes importantes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.357.wav,68732,tu es tres interessant alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.358.wav,72696,aimes tu regarder la television
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.359.wav,113884,je n aime pas regarder la television lorsque tu n es pas la
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.360.wav,88378,aimes tu regarder le jardin ou le paysage
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.361.wav,91274,aimes tu regarder le ciel ou les nuages
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.362.wav,67708,peux tu regarder par la fenetre
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.363.wav,60364,diriges toi vers la porte d entree
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.364.wav,41136,rends toi dans le salon
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.365.wav,106828,diriges toi vers la cuisine puis la salle de bain
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.366.wav,56950,aimes tu ecouter de la musique
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.367.wav,95462,alfred peux tu faire des sons ou de l audio
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.368.wav,72578,peux tu me dire ce qu est un fruit
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.369.wav,66864,peux tu me dire ce qu est un objet
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.370.wav,67952,peux tu me parler de nouveautes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.371.wav,68736,de quoi veux tu parler avec moi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.372.wav,71418,de quoi souhaites tu parler avec moi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.373.wav,85924,tu veux parler avec moi que veux tu dire
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.374.wav,117874,alfred parle moi lentement pour que je comprenne tout
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.375.wav,53398,de quoi veux tu que nous parlions
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.376.wav,105302,alfred racontes moi un truc ou une chose
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.377.wav,85084,alfred racontes moi quelque chose
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.378.wav,59654,de quoi es tu capable de faire
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.379.wav,81376,alfred tu es capable de faire quoi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.380.wav,89558,alfred donnes moi la meteo du jour
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.381.wav,90784,alfred donnez moi l heure du jour
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.382.wav,82618,alfred dis moi la date aujourdhui
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.383.wav,73448,alfred dis moi l annee
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.384.wav,73880,alfred en quelle annee sommes nous
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.385.wav,74768,alfred peux tu me dire l heure
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.386.wav,65940,alfred quel est le mois
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.387.wav,73412,alfred en quel mois sommes nous
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.388.wav,77842,quelle est la date le mois et l annee
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.389.wav,74974,quel est le jour le mois et l annee
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.390.wav,62626,alfred c est quoi un objet
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.391.wav,69026,alfred comment c est un objet
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.392.wav,59746,alfred c est comment un objet
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.393.wav,51924,alfred comment vas tu
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.394.wav,64408,alfred comment te sens tu
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.395.wav,53130,est ce que tout va bien alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.396.wav,59508,est ce que tu te sens bien alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.397.wav,70040,alfred c est tres bien merci
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.398.wav,70542,c est super alfred merci
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.399.wav,123420,c est super cool parfait et genial merci alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.400.wav,80474,cool c est parfait merci alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.401.wav,73702,c est tres interessant et enrichissant
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.402.wav,83624,c est assez enrichissant et interessant
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.403.wav,66206,alfred c est tres grave
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.404.wav,69266,ce n est pas grave mais attention
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.405.wav,73076,est ce que tu sais si c est grave ou pas
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.406.wav,62606,ce n est pas vraiment grave tu sais
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.407.wav,97356,c est impressionnant enorme et genial
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.408.wav,68754,c est super et c est impressionnant
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.409.wav,103944,quelle est la meteo du jour et quel temps fait il
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.410.wav,112158,renseignes moi sur le climat et donnes moi la meteo
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.411.wav,42766,quel est le temps d aujourdhui
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.412.wav,82540,quel temps fera t il demain et apres demain
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.413.wav,93084,alfred es tu capable de parler d amour
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.414.wav,67602,alfred as tu des loisirs
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.415.wav,85994,j ai plein de loisirs et toi alfred
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.416.wav,76834,est ce que tu as un frere ou une soeur
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.417.wav,55702,as tu des freres et soeurs
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.418.wav,121440,as tu un pere une mere des parents ou un cousin
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.419.wav,114672,est ce que tu as une cousine un oncle ou une tante
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.420.wav,71134,alfred est ce que tu as des roues
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.421.wav,57316,as tu des roues mon robot
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.422.wav,67680,est ce que tu as des bras et des mains
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.423.wav,86882,peux tu te servir de tes bras et de tes mains
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.424.wav,110178,tu n as pas de mains ni de bras et encore moins de doigts
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.425.wav,88776,as tu des doigts avec des mains et des bras
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.426.wav,110186,est ce que tu as un cerveau des yeux et une bouche
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.427.wav,72866,as tu un oeil et des oreilles
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.428.wav,111934,est ce que tu as des yeux une oreille et une bouche
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.429.wav,177138,alfred peux tu reconnaitre le ciel les nuages l herbe ou la fenetre
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.430.wav,138000,peux tu reconnaitre la porte la pelouse ou le paysage
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.431.wav,84780,regardes tu souvent le jardin
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.432.wav,71492,aimes tu regarder la television
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.433.wav,81910,es tu capable de comprendre la television
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.434.wav,81644,regardes tu souvent la tele
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.435.wav,95428,sais tu que la television est la tele
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.436.wav,95914,peux tu ecouter de la musique ou de l audio
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.437.wav,76634,es tu capable de sortir du son
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.438.wav,109252,diriges toi vers l entree puis vers la chambre
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.439.wav,132334,rends toi dans la chambre puis diriges toi dans l entree
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.440.wav,89056,moi aussi je suis content de t entendre
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.441.wav,110990,j espere que toi aussi tu es heureux de parler avec moi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.442.wav,62154,tu sais c est toi qui choisis
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.443.wav,58538,tu peux choisir le premier
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.444.wav,77792,tu peux faire plein de choses comme quoi
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.445.wav,92424,expliques moi ce que tu es capable de faire
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.446.wav,96528,peux tu expliquer ce que tu es capable de faire
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.447.wav,63822,expliques moi ce que tu veux
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.448.wav,61702,redis moi ce que tu souhaites
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.449.wav,84500,refais moi une demonstration
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.450.wav,86372,recommences a parler comme tu le faisais
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.451.wav,113174,essayes a nouveau de m expliquer les choses
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.452.wav,82692,je suis un garcon et tu es un robot
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.453.wav,93100,tu n es pas un garcon et je ne suis pas un robot
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.454.wav,95550,un robot est il un garcon ou une fille
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.455.wav,72342,es tu un garcon ou une fille
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.456.wav,98344,penses tu etre une fille ou un garcon
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.457.wav,113310,est ce que tu penses etre plus une fille ou plus un garcon
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.458.wav,81858,c est quoi une intelligence artificielle
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.459.wav,92354,es tu dote d une intelligence artificielle
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.460.wav,119854,une ia est elle une intelligence artificielle
